Assembly Accession	Organism Name	Organism Taxonomic ID
GCA_963855955.1	Luperina nickerlii	882792
GCA_927399505.1	Luperina testacea	988174
GCA_034336685.1	Luscinia luscinia	391696
GCA_034336665.1	Luscinia megarhynchos	383689
GCA_020091685.1	Lutjanus erythropterus	211835
GCF_902655055.1	Lutra lutra	9657
GCA_964023205.1	Lutraria lutraria	457845
GCF_024334085.1	Lutzomyia longipalpis	7200
GCA_964273875.1	Lycaena alciphron	282377
GCA_964264015.1	Lycaena hippothoe	580924
GCA_905333005.2	Lycaena phlaeas	282391
GCA_964263885.1	Lycaena virgaureae	282395
GCA_040955705.1	Lycaon pictus	9622
GCA_947563715.1	Lycia hirtaria	326963
GCA_028022725.1	Lycodopsis pacificus	1772091
GCA_950005105.1	Lycophotia porphyrea	987975
GCA_963969325.1	Lycopodina hypogea	2491183
GCA_040954635.1	Lycorma delicatula	130591
GCA_964273745.1	Lygephila craccae	997512
GCA_032191425.1	Lymantria dispar	13123
GCA_905163515.2	Lymantria monacha	78897
GCF_007474595.2	Lynx canadensis	61383
GCA_947311025.1	Lypha dubia	1776473
GCA_905333045.1	Lysandra bellargus	138070
GCA_905220515.1	Lysandra coridon	268709
GCF_037042905.1	Lytechinus pictus	7653
GCF_018143015.1	Lytechinus variegatus	7654
GCA_026956025.1	Macaca cyclopis	78449
GCF_037993035.1	Macaca fascicularis	9541
GCF_003339765.1	Macaca mulatta	9544
GCF_024542745.1	Macaca thibetana thibetana	257877
GCA_964197775.1	Macaria brunneata	685373
GCA_964023185.2	Macaria liturata	934879
GCA_927399415.1	Macaria notata	688445
GCA_933228815.1	Machimus atricapillus	2794001
GCA_951509405.1	Machimus rusticus	1717430
GCA_964059415.1	Macomangulus tenuis	1980407
GCF_015104395.2	Macrobrachium nipponense	159736
GCF_040412425.1	Macrobrachium rosenbergii	79674
GCA_033296515.1	Macrochelys suwanniensis	3026461
GCA_949628255.1	Macrophya alboannulata	1384894
GCA_963924015.1	Macrophya annulata	1384895
GCA_916610135.2	Macropis europaea	253715
GCA_030770545.1	Macropodus opercularis	158451
GCA_028583105.1	Macropus fuliginosus	9316
GCA_028627215.1	Macropus giganteus	9317
GCA_964294285.1	Macrothele cretica	1518524
GCA_039090855.1	Macrothele yani	2065426
GCA_037893015.1	Macrotis lagotis	92651
GCA_025267735.1	Mactra quadrangularis	120570
GCA_964059495.1	Madracis auretenra	999287
GCF_025612915.1	Magallana angulata	2784310
GCF_963853765.1	Magallana gigas	29159
GCA_963942565.1	Magelona johnstoni	1436028
GCA_034769895.1	Magicicada septendecula	44680
GCA_910589415.1	Malachius bipustulatus	295700
GCF_027887155.1	Malaclemys terrapin pileata	2991368
GCA_038087875.1	Malacoraja senta	1072478
GCA_964270795.1	Malacosoma alpicolum	1660657
GCA_963693495.1	Malacosoma neustria	7098
GCF_030247185.1	Malaya genurostris	325434
GCA_964265115.1	Malpolon monspessulanus	184164
GCA_950108345.1	Malthinus flaveolus	195224
GCA_963924605.1	Malthinus seriepunctatus	1588223
GCA_964263285.1	Malthodes minimus	878135
GCA_009741485.1	Malurus cyaneus samueli	2593467
GCA_905163435.1	Mamestra brassicae	55057
GCF_014839805.1	Manduca sexta	7130
GCF_902806685.2	Maniola hyperantus	2795564
GCF_905333055.1	Maniola jurtina	191418
GCF_030020395.1	Manis pentadactyla	143292
GCA_030765055.1	Mantis religiosa	7507
GCA_923062675.1	Marasmarcha lunaedactyla	1594453
GCA_019059595.1	Marasmia exigua	1555629
GCA_963931845.1	Maratus michaelseni	2969488
GCA_963932465.1	Maratus speciosus	2778629
GCA_964019185.1	Maratus speculifer	2778630
GCA_964291435.1	Marifugia cavatica	488418
GCA_029410595.1	Martes flavigula	74864
GCA_040938555.1	Martes foina	9659
GCA_963455335.1	Martes martes	29065
GCA_040938815.1	Martes zibellina	36722
GCA_911728455.2	Marthasterias glacialis	7609
GCF_900324485.2	Mastacembelus armatus	205130
GCA_900324485.3	Mastacembelus armatus	205130
GCA_964019165.1	Mastigias papua	596313
GCF_008632895.1	Mastomys coucha	35658
GCA_018831715.1	Matsumurasca onukii	2912585
GCF_020497125.1	Mauremys mutica	74926
GCF_016161935.1	Mauremys reevesii	260615
GCF_000238955.4	Maylandia zebra	106582
GCA_963693305.1	Meandrina meandrites	51056
GCA_959347395.1	Mechanitis mazaeus	471061
GCA_959347415.1	Mechanitis messenoides	2578229
GCA_946902985.2	Meconema thalassinum	494438
GCA_949319885.1	Mecyna flavalis	1502335
GCA_030578275.1	Meda fulgida	67549
GCA_036983795.1	Megachile lagopoda	1618191
GCA_963576845.1	Megachile leachella	1542539
GCA_945859555.1	Megachile ligniseca	1542540
GCA_945859595.2	Megachile willughbiella	481575
GCA_043880595.1	Megaderma spasma	9414
GCA_021613375.1	Megaleporinus macrocephalus	327003
GCF_018812025.1	Megalobrama amblycephala	75352
GCA_034642435.1	Megalocaria dilatata	511882
GCA_019176425.1	Megalops atlanticus	7932
GCF_013368585.1	Megalops cyprinoides	118141
GCA_043789555.1	Megalurothrips usitatus	439358
GCA_963854835.1	Megamerina dolium	3037404
GCA_936450015.1	Meganola albula	987977
GCA_041834305.1	Megaptera novaeangliae	9773
GCA_034231615.1	Meghimatium bilineatum	318265
GCA_963680825.1	Meiosimyza decipiens	1262309
GCA_963662105.1	Meiosimyza platycephala	1825006
GCA_920104075.1	Melanargia galathea	111923
GCA_964186415.1	Melanargia ines	679095
GCA_964338655.1	Melanargia lachesis	111924
GCA_964273825.1	Melanargia russiae	111925
GCA_947386135.1	Melanchra persicariae	987979
GCA_949320155.1	Melangyna quadrimaculata	2884232
GCA_963583895.1	Melanophora roralis	1606788
GCA_949748355.1	Melanostigma gelatinosum	1091424
GCA_914767635.1	Melanostoma mellinum	653684
GCA_949752695.1	Melanostoma scalare	92598
GCF_017639745.1	Melanotaenia boesemani	1250792
GCA_026261665.1	Melanotaenia duboulayi	120843
GCA_963082815.1	Melanotus villosus	346801
GCF_000146605.3	Meleagris gallopavo	9103
GCF_922984935.1	Meles meles	9662
GCA_922984935.2	Meles meles	9662
GCA_963668005.1	Melieria crassipennis	1335495
GCA_963971225.1	Melieria omissa	1262360
GCA_964056695.1	Melieria picta	3037405
GCA_918358865.1	Melinaea marsaeus rileyi	331333
GCA_918358695.1	Melinaea menophilus n. ssp. AW-2005	331302
GCA_964023965.1	Melinopterus prodromus	1971315
GCA_948107695.1	Meliscaeva auricollis	431829
GCF_905220565.1	Melitaea cinxia	113334
GCA_964264535.1	Melitaea diamina	113337
GCA_964288815.1	Melitaea interrupta	130817
GCA_964306245.1	Melitaea nevadensis	2494361
GCA_964305695.1	Melitaea pseudornata	2904454
GCA_964306785.1	Melitaea trivia	113345
GCA_905220545.2	Mellicta athalia	113330
GCA_964265045.1	Mellicta aurelia	2716722
GCA_964304785.1	Mellicta deione	113335
GCA_964261285.1	Mellicta parthenoides	113340
GCA_964261405.1	Mellicta varia	113346
GCA_935421215.2	Melolontha melolontha	7061
GCF_012275295.1	Melopsittacus undulatus	13146
GCF_028018845.1	Melospiza georgiana	44398
GCF_035770615.1	Melospiza melodia melodia	1914991
GCA_914767715.1	Membranipora membranacea	95170
GCA_040285465.1	Menopon gallinae	328185
GCF_021730395.1	Mercenaria mercenaria	6596
GCA_036873955.1	Mergus octosetaceus	1570318
GCF_030254825.1	Meriones unguiculatus	10047
GCA_964260605.1	Merluccius merluccius	8063
GCA_958301585.1	Merodon equestris	511117
GCA_949987695.1	Merzomyia westermanni	2795681
GCA_037976565.1	Mesocentrotus franciscanus	1328066
GCA_916614155.1	Mesoligia furuncula	997551
GCA_964148845.1	Mesoplodon bidens	48745
GCF_025265405.1	Mesoplodon densirostris	48708
GCA_950004255.1	Mesopsocus fuscifrons	2866285
GCA_933210815.1	Meta bourneti	1926196
GCA_949699065.1	Metalampra italica	1101017
GCA_030762175.1	Metallyticus violacea	406581
GCA_018105865.1	Metaphire vulgaris	1196096
GCA_947359465.1	Metellina segmentata	94026
GCA_041937225.1	Meteorus pulchricornis	51522
GCA_963576795.1	Metopia argyrocephala	2021473
GCF_019925205.1	Metopolophium dirhodum	44670
GCA_949775045.1	Metridium senile	6116
GCF_901765095.1	Microcaecilia unicolor	1415580
GCA_901765095.2	Microcaecilia unicolor	1415580
GCF_000165445.2	Microcebus murinus	30608
GCA_963457635.1	Microchirus variegatus	90074
GCA_949715475.1	Microchrysa polita	931518
GCA_918226075.1	Microctonus brassicae	2738948
GCA_963931805.1	Microdon myrmicae	2767528
GCA_964030765.1	Micromesistius poutassou	81636
GCA_964020085.1	Micromussa lordhowensis	1216036
GCA_963924665.1	Micromys minutus	13151
GCF_026212275.2	Microplitis demolitor	69319
GCA_964016945.1	Microplitis deprimator	2964682
GCA_030273425.1	Microplitis manilae	1427173
GCF_029852145.1	Microplitis mediator	375433
GCA_944548615.1	Micropterix aruncella	1042620
GCF_021292245.1	Micropterus dolomieu	147949
GCA_964266715.1	Microstomus kitt	106175
GCF_000317375.1	Microtus ochrogaster	79684
GCA_037038515.1	Microtus pennsylvanicus	10058
GCA_036365135.1	Miichthys miiuy	240162
GCA_933228765.1	Miltochrista miniata	987980
GCA_947623455.1	Mimachlamys varia	50417
GCA_905332985.1	Mimas tiliae	522848
GCA_917499265.3	Mimumesa dahlbomi	2495085
GCA_042985785.1	Mimus melanotis	245851
GCA_964146895.1	Miniopterus schreibersii	9433
GCA_028551445.1	Miopithecus talapoin	36231
GCF_027580225.1	Misgurnus anguillicaudatus	75329
GCA_027580225.2	Misgurnus anguillicaudatus	75329
GCA_038048845.1	Mixophyes fleayi	3061075
GCA_030035685.1	Mobula birostris	1983395
GCF_963921235.1	Mobula hypostoma	723540
GCA_963576475.1	Molanna angustata	446450
GCA_037176705.1	Molossus alvarezi	1552295
GCA_039880945.1	Molossus nigricans	2997257
GCF_037042795.1	Molothrus aeneus	84833
GCF_012460135.2	Molothrus ater	84834
GCA_964261925.1	Monacha cantiana	265994
GCA_039654895.1	Mongoloraphidia duomilia	3021590
GCA_037114965.1	Monochamus alternatus	192382
GCA_025584915.1	Monochamus saltuarius	236074
GCF_027887165.1	Monodelphis domestica	13616
GCF_013373865.1	Monomorium pharaonis	307658
GCA_947458855.1	Monopis laevigella	691988
GCA_030674185.1	Monoplex corrugatus	2962468
GCA_949126865.1	Montipora capitata	46704
GCF_036669925.1	Montipora capricornis	246305
GCF_036669935.1	Montipora foliosa	591990
GCA_964330385.1	Montipora palawanensis	3109268
GCA_043748645.1	Mops condylurus	258863
GCA_030386875.1	Morinoia aosen	2895740
GCA_031468815.1	Morus bassanus	37578
GCF_015832195.1	Motacilla alba alba	1094192
GCF_022458985.1	Mugil cephalus	48193
GCA_040112775.1	Mugilogobius chulae	88201
GCA_020276665.1	Muntiacus crinifrons	71854
GCA_008782695.1	Muntiacus muntjak	9888
GCF_963930625.1	Muntiacus reevesi	9886
GCA_039877825.1	Muntiacus vaginalis	9887
GCA_027704905.1	Muraenolepis orangiensis	630683
GCA_963855995.1	Muricea muricata	204328
GCF_900094665.2	Mus caroli	10089
GCF_000001635.27	Mus musculus	10090
GCF_900095145.1	Mus pahari	10093
GCA_921997135.2	Mus spretus	10096
GCA_963383645.1	Muscardinus avellanarius	39082
GCA_964304755.1	Muschampia proto	1107688
GCA_020010945.3	Muscidifurax raptorellus	51938
GCA_964034835.1	Muscina levida	559660
GCA_949126915.1	Musotima nitidalis	753371
GCF_009829155.1	Mustela erminea	36723
GCF_030435805.1	Mustela lutreola	9666
GCF_022355385.1	Mustela nigripes	77151
GCA_964213995.1	Mustelus asterias	112232
GCF_026914265.1	Mya arenaria	6604
GCA_930367185.1	Myathropa florea	2714349
GCA_034621355.1	Mycalesis mineus	441995
GCA_035582795.1	Mycteria americana	33587
GCA_017639245.1	Myiopsitta monachus	176066
GCA_039776855.1	Mylabris sibirica	2921314
GCA_039654765.1	Mylopharyngodon piceus	75356
GCA_943737955.2	Myopa tessellatipennis	2829445
GCA_949629155.1	Myopa testacea	2867102
GCF_963259705.1	Myotis daubentonii	98922
GCA_964094495.2	Myotis mystacinus	109479
GCA_964212035.1	Myotis nattereri	109481
GCF_902150065.1	Myripristis murdjan	586833
GCA_958510865.1	Myrrha octodecimguttata	703265
GCA_964106805.1	Mysia undata	1920014
GCA_963576905.1	Mystacides longicornis	699848
GCA_929112965.1	Mythimna albipuncta	987983
GCA_910589285.2	Mythimna ferrago	997540
GCA_905147345.3	Mythimna impura	987985
GCA_949319445.1	Mythimna lalbum	987427
GCA_029852875.1	Mythimna loreyi	667449
GCA_961205895.1	Mythimna pallens	987986
GCA_030763345.1	Mythimna separata	271217
GCA_949316375.1	Mythimna vitellina	987991
GCA_028015205.1	Mytilisepta virgata	2547956
GCA_017311375.1	Mytilus coruscus	42192
GCA_019925275.2	Mytilus edulis	6550
GCA_037788925.1	Mytilus galloprovincialis	29158
GCF_036588685.1	Mytilus trossulus	6551
GCF_040869285.1	Myxine glutinosa	7769
GCF_019703515.2	Myxocyprinus asiaticus	70543
GCA_009733165.1	Naja naja	35670
GCA_963921795.1	Nannobrachium achirus	473322
GCA_963989245.1	Nansenia antarctica	443705
GCA_959347355.1	Napeogenes inachia	331285
GCA_959347405.1	Napeogenes sylphis	331344
GCA_036971175.1	Narcine bancroftii	1343680
GCA_000772465.1	Nasalis larvatus	43780
GCF_009193385.2	Nasonia vitripennis	7425
GCA_028533885.1	Nasua narica	352831
GCA_964273705.1	Natrix helvetica	2025560
GCA_944738965.1	Nebria brevicollis	110024
GCA_944039245.1	Nebria salina	878211
GCF_031761385.1	Necator americanus	51031
GCA_963924495.1	Nemapogon koenigi	3003482
GCF_014905685.2	Nematolebias whitei	451745
GCA_946902875.1	Nematopogon swammerdamellus	753375
GCF_932526225.1	Nematostella vectensis	45351
GCA_964261965.1	Nemophora metallica	1594367
GCA_964194425.1	Nemopoda nitidula	292387
GCA_947369275.1	Nemotelus nigrinus	343700
GCA_963978885.1	Nemotelus pantherinus	2867254
GCA_921293005.1	Nemoura dubitans	2014036
GCA_921293315.2	Nemurella pictetii	143722
GCA_030545055.2	Neoaliturus tenellus	102981
GCF_027579695.1	Neoarius graeffei	443677
GCA_947623515.1	Neoascia interrupta	2867103
GCA_030068015.2	Neoceratitis asiatica	2004850
GCA_016271365.2	Neoceratodus forsteri	7892
GCA_963243735.1	Neocrepidodera transversa	877844
GCF_021155785.1	Neodiprion fabricii	2872261
GCF_021901455.1	Neodiprion lecontei	441921
GCF_021155775.2	Neodiprion pinetum	441929
GCF_021901495.1	Neodiprion virginianus	2961670
GCF_028018385.1	Neofelis nebulosa	61452
GCF_020171115.1	Neogale vison	452646
GCA_947538895.1	Neoitamus cyanurus	468767
GCA_963576455.2	Neolamprologus multifasciatus	420107
GCF_002201575.2	Neomonachus schauinslandi	29088
GCA_029203775.1	Neoneuromus ignobilis	1569773
GCA_044705665.1	Neosalanx brevirostris	1028178
GCA_030340665.1	Neosalanx taihuensis	240825
GCA_902685375.1	Neostethus bicornis	300306
GCA_044231645.1	Neosynchiropus ocellatus	390378
GCA_022818045.1	Neotoxoptera formosana	1425443
GCA_023375725.1	Nephotettix cincticeps	94400
GCA_947095585.1	Nephrocerus scutellatus	566305
GCA_947310385.1	Nephrotoma appendiculata	2741127
GCA_932526605.1	Nephrotoma flavescens	2719080
GCA_963691935.1	Nephrotoma guestfalica	2881093
GCA_963457695.1	Neria commutata	1851132
GCF_033978795.1	Nerophis ophidion	159077
GCA_036186465.1	Nesidiocoris tenuis	355587
GCA_963082525.1	Nesoenas mayeri	187126
GCA_946811545.1	Netelia fuscicornis	2803881
GCA_964007305.1	Netelia melanura	2922079
GCA_964017225.1	Netelia thomsonii	2884248
GCA_951802705.1	Netelia virgata	494743
GCA_964035555.1	Netta rufina	30387
GCA_011076525.1	Nettapus auritus	658922
GCA_964251855.1	Neurigona quadrifasciata	240896
GCA_928085145.1	Nezara viridula	85310
GCA_014281875.1	Nibea albiflora	240163
GCA_023373845.1	Nibea coibor	396775
GCA_963457615.1	Nicrophorus investigator	414950
GCF_014356525.2	Nilaparvata lugens	108931
GCA_039955075.1	Nilaparvata muiri	706586
GCA_963920215.1	Nineta flava	1504853
GCA_030562195.1	Nipponacmea schrenckii	225303
GCA_030553155.1	Nippostrongylus brasiliensis	27835
GCA_963082995.1	Noctua comes	987992
GCA_905163415.1	Noctua fimbriata	753202
GCA_910589295.1	Noctua janthe	987995
GCA_963576755.1	Noctua janthina	987996
GCA_905220335.1	Noctua pronuba	214277
GCA_964265065.1	Nola aerugula	753203
GCA_907165295.1	Nomada fabriciana	601510
GCA_963583965.1	Nomada ferruginata	601518
GCA_951802745.1	Nomada flava	601523
GCA_948146005.1	Nomada fucata	481570
GCA_963969485.1	Nomada goodeniana	544954
GCA_951802735.1	Nomada hirtipes	601583
GCA_963667235.1	Nomada lathburiana	601640
GCA_951802685.1	Nomada panzeri	601768
GCA_951802695.1	Nomada ruficornis	601849
GCF_006542625.1	Nomascus leucogenys	61853
GCA_958496325.1	Nomophila noctuella	1209556
GCA_964023275.1	Norana najaformis	991102
GCA_028372415.1	Notamacropus eugenii	9315
GCA_905163555.1	Notocelia uddmanniana	1594315
GCA_905147325.1	Notodonta dromedarius	753204
GCA_918843915.1	Notodonta ziczac	988002
GCF_009762535.1	Notolabrus celidotus	1203425
GCA_963971535.1	Notolepis coatsorum	948063
GCA_949606895.1	Notothenia rossii	101497
GCA_936439885.1	Nowickia ferox	613196
GCA_963556515.1	Nudaria mundana	988003
GCA_964106895.1	Numenius arquata	31919
GCF_002078875.1	Numida meleagris	8996
GCA_036971965.2	Nyctalus aviator	187010
GCA_964264875.1	Nyctalus leisleri	59465
GCA_947037095.2	Nycteola revayana	988004
GCF_013368605.1	Nyctibius grandis	48427
GCA_023898255.1	Nycticebus bengalensis	261741
GCF_027406575.1	Nycticebus coucang	9470
GCA_964258955.1	Nymphalis antiopa	171592
GCA_963151315.1	Nymphalis c-album	929971
GCF_905147045.1	Nymphalis io	171585
GCA_905220585.2	Nymphalis polychloros	171594
GCA_905147175.2	Nymphalis urticae	111881
GCA_947347705.1	Nymphula nitidulata	1594316
GCA_910591585.2	Nysson spinosus	2495127
GCA_964017155.1	Oasisia sp. SBJ-2009	611778
GCA_028476595.1	Obolodiplosis robiniae	225063
GCA_041950425.1	Ochetobius elongatus	143615
GCA_044231785.1	Ochlerotatus sierrensis	1205942
GCA_905404295.2	Ochlodes sylvanus	3126489
GCF_030435755.1	Ochotona princeps	9978
GCA_951361185.1	Ochropacha duplaris	721156
GCA_958449745.1	Ochropleura leucogaster	1870131
GCA_905475445.1	Ochropleura plecta	320037
GCA_034190945.1	Octodonta nipae	1432747
GCA_038502835.1	Octonoba sinensis	198412
GCF_001194135.2	Octopus bimaculoides	37653
GCF_006345805.1	Octopus sinensis	2607531
GCA_910593695.2	Ocypus olens	662956
GCA_963920705.1	Odiellus spinosus	2803876
GCA_020976825.1	Odocoileus hemionus	9872
GCA_034769755.1	Odontamblyopus lacepedii	714202
GCA_030686955.1	Odontamblyopus rebecca	714203
GCA_027942865.1	Odontesthes bonariensis	219752
GCA_949825065.1	Odontocerum albicorne	446452
GCA_963969285.1	Odontomyia ornata	3037408
GCA_038380765.1	Odontothrips loti	670468
GCA_019343175.1	Oedothorax gibbosus	931172
GCA_949316235.1	Oegoconia quadripuncta	347754
GCF_029582105.1	Oenanthe melanoleuca	2939378
GCA_964276505.1	Oeneis jutta	328893
GCA_907165135.1	Oikopleura dioica	34765
GCA_035221665.1	Okamejei kenojei	432798
GCA_024291935.2	Okapia johnstoni	86973
GCA_963082905.1	Oligia fasciuncula	1870138
GCA_948474745.1	Oligia latruncula	988008
GCA_951800025.1	Oligia strigilis	988009
GCA_916610215.1	Omphaloscelis lunosa	2492375
GCA_964017045.1	Omphiscola glabra	161078
GCA_963931925.1	Onchidella celtica	36933
GCA_036898135.1	Oncomelania hupensis	56141
GCF_021184085.1	Oncorhynchus gorbuscha	8017
GCF_023373465.1	Oncorhynchus keta	8018
GCF_002021735.2	Oncorhynchus kisutch	8019
GCF_036934945.1	Oncorhynchus masou masou	90313
GCF_013265735.2	Oncorhynchus mykiss	8022
GCF_034236695.1	Oncorhynchus nerka	8023
GCF_018296145.1	Oncorhynchus tshawytscha	74940
GCA_963969525.1	Ontholestes murinus	875675
GCA_949786405.1	Onychomys arenicola	38679
GCA_949786385.1	Onychomys leucogaster	38668
GCF_903995425.1	Onychomys torridus	38674
GCF_012432095.1	Onychostoma macrolepis	369639
GCF_003672135.1	Ooceraea biroi	2015173
GCA_932527175.1	Operophtera brumata	104452
GCA_951751655.1	Ophion costatus	495356
GCA_963210295.1	Ophion ellenae	2884234
GCA_964007375.1	Ophion obscuratus	65147
GCA_944452715.1	Ophion slaviceki	2979155
GCA_963932345.1	Ophion ventricosus	65146
GCA_043643665.1	Ophiura sarsii vadicola	2692762
GCA_943142095.1	Ophonus ardosiacus	247415
GCA_035357415.1	Ophraella communa	38162
GCA_964338635.1	Opilo mollis	1445684
GCA_931315375.2	Opisthograptis luteolata	934882
GCA_040802735.1	Opsanus beta	95145
GCA_037194245.1	Opsariichthys bidens	141458
GCA_964199315.1	Orbicella franksi	48499
GCA_964034955.1	Orchesella flavescens	48711
GCA_958502075.1	Orchestes rusci	878341
GCF_937001465.1	Orcinus orca	9733
GCF_013358895.1	Oreochromis aureus	47969
GCF_001858045.2	Oreochromis niloticus	8128
GCA_916999025.1	Orgyia antiqua	335469
GCA_963402855.1	Ormia ochracea	309002
GCF_037126465.1	Ornithodoros turicata	34597
GCA_963971445.1	Ornithomya chloropus	352856
GCA_963978525.1	Ornithomya fringillina	352855
GCF_004115215.2	Ornithorhynchus anatinus	9258
GCA_963555765.1	Orthonevra nobilis	2867105
GCA_964057195.1	Orthosia cruda	988010
GCA_949775005.1	Orthosia gothica	43337
GCA_947562075.1	Orthosia gracilis	997542
GCA_948252205.1	Orthosia incerta	988011
GCF_009806435.1	Oryctolagus cuniculus	9986
GCA_023969325.1	Oryzias curvinotus	104658
GCA_003999625.1	Oryzias javanicus	123683
GCF_002234675.1	Oryzias latipes	8090
GCF_002922805.2	Oryzias melastigma	30732
GCA_037389245.1	Oryzias sinensis	183150
GCF_947507565.1	Oscarella lobularis	121494
GCA_932521035.1	Oscheius dolichura	473156
GCA_964057215.1	Oscheius myriophilus	281680
GCA_932521025.1	Oscheius onirici	1559960
GCA_964036215.1	Oscheius sp. DF5033	2879418
GCA_932521415.1	Oscheius sp. DF5120	2879420
GCA_932521405.1	Oscheius sp. JU1382	2879419
GCA_964019155.1	Osedax fenrisi	2741452
GCA_964035775.1	Osedax frankpressi	283776
GCF_963692335.1	Osmerus eperlanus	29151
GCF_038355195.1	Osmerus mordax	8014
GCF_907164935.1	Osmia bicornis bicornis	1437191
GCA_964213955.1	Ostertagia ostertagi	6317
GCF_947568905.1	Ostrea edulis	37623
GCF_963855985.1	Ostrinia nubilalis	29057
GCA_951805005.1	Othius punctulatus	347424
GCA_026413225.1	Otis tarda	73107
GCA_028564725.2	Otocolobus manul	61408
GCA_028583565.1	Ovis ammon polii	230172
GCA_023701675.1	Ovis ammon polii x Ovis aries	2918886
GCF_016772045.2	Ovis aries	9940
GCF_042477335.1	Ovis canadensis	37174
GCA_014523465.1	Ovis orientalis	469796
GCA_963942545.1	Oxycera nigricornis	2998541
GCA_040285405.1	Oxyeleotris marmorata	86250
GCA_963921995.1	Oxystoma pomonae	1588336
GCA_958009045.1	Oxytorus armatus	495374
GCF_011077185.1	Oxyura jamaicensis	8884
GCA_964263345.1	Pachastrella ovisternata	1006801
GCA_020466155.1	Pachypeltis micranthus	1983339
GCA_012654025.1	Pachypsylla venusta	38123
GCA_019049505.1	Pachyrhynchus sulphureomaculatus	2840399
GCA_964291025.1	Pachythelia villosella	1870146
GCA_028658305.1	Pachyuromys duprasi	298894
GCA_028031935.1	Paedocypris micromegethes	1093616
GCA_044885175.1	Pagothenia borchgrevinki	8213
GCA_040436345.1	Pagrus major	143350
GCA_030068075.1	Paguma larvata	9675
GCF_036898095.1	Palaemon carinicauda	392227
GCA_958295655.1	Palloptera scutellata	2849646
GCA_947086415.1	Pammene aurita	1870148
GCA_911728535.1	Pammene fasciana	1101027
GCA_036937835.1	Pampus argenteus	206143
GCF_029289425.2	Pan paniscus	9597
GCA_029289425.3	Pan paniscus	9597
GCF_028858775.2	Pan troglodytes	9598
GCA_964187885.1	Panagrolaimus detritophagus	310956
GCA_964195575.1	Panagrolaimus sp. PS1579	310962
GCA_964035985.1	Panagrolaimus superbus	310955
GCA_932294345.1	Pandemis cinnamomeana	753214
GCA_949127965.1	Pandemis corylana	1101029
GCA_963854515.1	Pandemis heparana	192191
GCA_022758105.1	Pangasianodon gigas	30993
GCF_027358585.1	Pangasianodon hypophthalmus	310915
GCA_037577625.1	Pangasius bocourti	365578
GCA_037577785.1	Pangasius conchophilus	337735
GCA_022985145.1	Pangasius djambal	1691987
GCA_037576825.1	Pangasius krempfi	796020
GCA_037576815.1	Pangasius larnaudii	365580
GCA_037577455.1	Pangasius macronema	337723
GCA_037576675.1	Pangasius sanitwongsei	365581
GCA_964261395.1	Panolis flammea	988141
GCA_029582155.1	Panopea generosa	1049056
GCA_963678705.1	Panorpa germanica	50603
GCA_040113165.1	Panorpa liui	706606
GCA_964188295.1	Panstrongylus geniculatus	156442
GCA_020796165.1	Pantala flavescens	185825
GCF_018350215.1	Panthera leo	9689
GCF_028533385.1	Panthera onca	9690
GCF_018350195.1	Panthera tigris	9694
GCF_023721935.1	Panthera uncia	29064
GCA_040182635.1	Pantholops hodgsonii	59538
GCA_043589495.1	Panulirus homarus	150425
GCA_036320965.1	Panulirus ornatus	150431
GCA_956483635.1	Panzeria rudis	1918131
GCA_015343265.1	Pao palembangensis	1820603
GCA_040363705.1	Papilio bianor	76199
GCA_029849275.1	Papilio elwesi	534389
GCF_912999745.1	Papilio machaon	76193
GCF_008728515.1	Papio anubis	9555
GCA_008728515.2	Papio anubis	9555
GCA_028645565.1	Papio papio	100937
GCA_041684115.1	Parabramis pekinensis	75358
GCA_018749465.1	Paracanthobrama guichenoti	291819
GCA_040437545.1	Parachromis managuensis	172535
GCA_020002185.1	Paraescarpia echinospica	2080241
GCA_964276485.1	Paragordius varius	190579
GCF_024713975.1	Paralichthys olivaceus	8255
GCA_032716605.1	Paralithodes platypus	273748
GCF_900634625.1	Parambassis ranga	210632
GCA_900634625.2	Parambassis ranga	210632
GCA_030506205.2	Paramisgurnus dabryanus	90735
GCA_964237415.1	Paraperithous gnathaulax	2776077
GCA_910589355.1	Parapoynx stratiotata	1594321
GCF_905163445.1	Pararge aegeria	116150
GCA_964330365.1	Pararge xiphia	111933
GCA_037576465.1	Parascaris univalens	6257
GCA_963082885.1	Parascotia fuliginaria	938205
GCA_949128135.1	Parasteatoda lunata	1871986
GCA_032207245.1	Pardosa pseudoannulata	330961
GCA_964276655.1	Parectropis similaria	934885
GCF_001522545.3	Parus major	9157
GCA_963082625.1	Pasiphila rectangulata	572874
GCF_036417665.1	Passer domesticus	48849
GCA_031885435.1	Passerculus sandwichensis	161624
GCF_036971685.1	Patagioenas fasciata	372321
GCA_948474765.1	Patella depressa	87960
GCA_917208275.1	Patella pellucida	88005
GCA_963678685.1	Patella ulyssiponensis	334708
GCF_932274485.2	Patella vulgata	6465
GCA_029964075.1	Patiria pectinifera	7594
GCF_902652985.1	Pecten maximus	6579
GCF_024362695.1	Pectinophora gossypiella	13191
GCA_963942485.1	Pediacus dermestoides	878348
GCA_963082725.1	Pedicia rivosa	2882575
GCA_963921195.1	Pegoplata infirma	559701
GCA_963924455.1	Pelagia noctiluca	400838
GCF_036321145.2	Pelmatolapia mariae	158779
GCA_933207985.1	Pelobates cultripes	61616
